ds,y,day_of_week,is_weekend,month,is_holiday,day_of_week_encoded,month_encoded,day_of_year_sin,day_of_year_cos,temp_c_scaled,spike_effect
2023-09-20,101,2,0,9,0,2,9,-0.9823516608469237,-0.18704334906991657,0.16426579793099294,0.0
2023-09-21,135,3,0,9,0,3,9,-0.9854237542919524,-0.17011767832049052,0.8145747202313821,0.0
2023-09-22,146,4,0,9,0,4,9,-0.9882042449941422,-0.15314166701312007,0.6651972206962001,0.0
2023-09-23,161,5,1,9,0,5,9,-0.9906923101615609,-0.13612033862266704,0.5230654247691193,0.0
2023-09-24,204,6,1,9,0,6,9,-0.9928872135356962,-0.11905873003404988,0.3588304841235025,0.0
2023-09-25,129,0,0,9,0,0,9,-0.994788305609327,-0.10196189005174576,0.8772005408131083,0.0
2023-09-26,143,1,0,9,0,1,9,-0.9963950238187231,-0.08483487790576538,0.3924451074226354,0.0
2023-09-27,152,2,0,9,0,2,9,-0.9977068927101168,-0.06768276175455162,0.8165994394715771,0.0
2023-09-28,172,3,0,9,0,3,9,-0.9987235240803972,-0.050510617185222886,0.4391349085702184,0.0
2023-09-29,128,4,0,9,0,4,9,-0.9994446170919858,-0.033323525711631344,0.3769444294249076,0.0
2023-09-30,197,5,1,9,0,5,9,-0.9998699583618592,-0.016126573270657762,0.46267978566960644,0.0
2023-10-01,180,6,1,10,0,6,10,-0.9999994220246925,0.001075151282798226,0.3013778741641421,0.0
2023-10-02,135,0,0,10,0,0,10,-0.999832969770105,0.018276557681691223,0.7476093801762511,0.0
2023-10-03,157,1,0,10,0,1,10,-0.9993706508539969,0.03547255575312556,0.5027203900924792,0.0
2023-10-04,153,2,0,10,0,2,10,-0.9986126020839734,0.052658056924614005,0.2322126951468173,0.0
2023-10-05,141,3,0,10,0,3,10,-0.9975590477788613,0.06982797572987089,0.8995745732745685,0.0
2023-10-06,151,4,0,10,0,4,10,-0.9962102997023297,0.0869772313136861,0.3838912213732114,0.0
2023-10-07,174,5,1,10,0,5,10,-0.9945667569706337,0.1041007489354256,0.5435528611139886,0.0
2023-10-08,182,6,1,10,0,6,10,-0.9926289059345095,0.121193461470736,0.9064721109645469,0.0
2023-10-09,190,0,0,10,1,0,10,-0.9903973200352558,0.1382503109109819,0.6242379959139921,0.0
2023-10-10,174,1,0,10,0,1,10,-0.9878726596350429,0.15526624985999563,0.11689804070836407,0.0
2023-10-11,131,2,0,10,0,2,10,-0.9850556718215013,0.172236243027682,0.9398321236134751,0.0
2023-10-12,182,3,0,10,0,3,10,-0.981947190186646,0.18915526872004093,0.6277080530714179,0.0
2023-10-13,121,4,0,10,0,4,10,-0.9785481345802031,0.20601832032517084,0.3349056146570861,0.0
2023-10-14,178,5,1,10,0,5,10,-0.9748595108374125,0.22282040779479959,0.13927207266338726,0.0
2023-10-15,189,6,1,10,0,6,10,-0.9708824104813836,0.23955655912092708,0.794025189270296,0.0
2023-10-16,154,0,0,10,0,0,10,-0.9666180104000972,0.2562218218071163,0.6200727559285135,0.0
2023-10-17,141,1,0,10,0,1,10,-0.9620675724981452,0.27281126433401914,0.5334610919763215,0.0
2023-10-18,147,2,0,10,0,2,10,-0.957232443323312,0.28931997761869527,0.8938925830509576,0.0
2023-10-19,143,3,0,10,0,3,10,-0.9521140536681102,0.3057430764672831,0.7885972112245307,0.0
2023-10-20,141,4,0,10,0,4,10,-0.9467139181463862,0.3220757010206104,0.15167487973275118,0.0
2023-10-21,193,5,1,10,0,5,10,-0.9410336347451197,0.3383130181923076,0.31172206779554823,0.0
2023-10-22,185,6,1,10,0,6,10,-0.9350748843515574,0.3544502230989869,0.24848913981446574,0.0
2023-10-23,140,0,0,10,0,0,10,-0.9288394302558068,0.3704825404820963,0.743946292572677,0.0
2023-10-24,163,1,0,10,0,1,10,-0.9223291176290545,0.3864052261209853,0.03353243473577938,0.0
2023-10-25,155,2,0,10,0,2,10,-0.9155458729775467,0.40221356823680365,0.5698896848713165,0.0
2023-10-26,162,3,0,10,0,3,10,-0.9084917035725082,0.41790288888678667,0.7624586857406905,0.0
2023-10-27,159,4,0,10,0,4,10,-0.9011686968561569,0.4334685453485363,0.8767656367617495,0.0
2023-10-28,168,5,1,10,0,5,10,-0.8935790198239952,0.4489059314938798,0.34208174871590746,0.0
2023-10-29,172,6,1,10,0,6,10,-0.8857249183835637,0.4642104791518923,0.8212573046720129,0.0
2023-10-30,161,0,0,10,0,0,10,-0.8776087166898392,0.4793776594606945,0.11063173695520723,0.0
2023-10-31,159,1,0,10,0,1,10,-0.8692328164574792,0.49440298420761813,0.8464522917345182,0.0
2023-11-01,150,2,0,11,0,2,11,-0.8605996962501181,0.5092820071573356,0.12748866233198242,0.0
2023-11-02,152,3,0,11,0,3,11,-0.8517119107469189,0.5240103253675756,0.39728729056036727,0.0
2023-11-03,169,4,0,11,0,4,11,-0.8425720899866032,0.5385835804920232,0.7972953657795536,0.0
2023-11-04,171,5,1,11,0,5,11,-0.8331829385891785,0.5529974600700271,0.14991742734877378,0.0
2023-11-05,188,6,1,11,0,6,11,-0.8235472349556007,0.5672476988027229,0.22925139523264149,0.0
2023-11-06,147,0,0,11,0,0,11,-0.8136678304455991,0.5813300798152042,0.7222525683930663,0.0
2023-11-07,147,1,0,11,0,1,11,-0.8035476485339116,0.5952404359043674,0.7200365365460744,0.0
2023-11-08,166,2,0,11,0,2,11,-0.7931896839451843,0.6089746507720486,0.6411476328852973,0.0
2023-11-09,162,3,0,11,0,3,11,-0.7825970017677834,0.6225286602431057,0.6939484444671,0.0
2023-11-10,192,4,0,11,1,4,11,-0.7717727365467836,0.6358984534680745,0.5427244433475962,0.0
2023-11-11,200,5,1,11,0,5,11,-0.7607200913564104,0.6490800741100398,0.25179905890695276,0.0
2023-11-12,180,6,1,11,0,6,11,-0.7494423368521954,0.6620696215153815,0.34569599350391944,0.0
2023-11-13,160,0,0,11,0,0,11,-0.7379428103031386,0.6748632518680403,0.18159771680142567,0.0
2023-11-14,145,1,0,11,0,1,11,-0.7262249146041543,0.6874571793269664,0.9084505613336283,0.0
2023-11-15,155,2,0,11,0,2,11,-0.7142921172691032,0.699847677146407,0.5833917947661205,0.0
2023-11-16,148,3,0,11,0,3,11,-0.7021479494046978,0.7120310787787131,0.4008514167636399,0.0
2023-11-17,151,4,0,11,0,4,11,-0.6897960046655887,0.7240037789593305,0.4620058036441327,0.0
2023-11-18,189,5,1,11,0,5,11,-0.6772399381909491,0.7357622347736527,0.9472833396118153,0.0
2023-11-19,168,6,1,11,0,6,11,-0.6644834655228552,0.7473029667054296,0.1533514031160802,0.0
2023-11-20,181,0,0,11,0,0,11,-0.6515303615068021,0.75862255966641,0.5862298320167972,0.0
2023-11-21,135,1,0,11,0,1,11,-0.6383844591746642,0.7697176640069211,0.505888678884466,0.0
2023-11-22,132,2,0,11,0,2,11,-0.6250496486104377,0.7805849965070866,0.6114542354346478,0.0
2023-11-23,197,3,0,11,1,3,11,-0.6115298757991053,0.7912213413483807,0.01811018382084051,0.0
2023-11-24,243,4,0,11,0,4,11,-0.5978291414589552,0.801623551065242,0.8721239089441515,0.5
2023-11-25,189,5,1,11,0,5,11,-0.5839514998576998,0.8117885474764613,0.9321182824836124,0.0
2023-11-26,189,6,1,11,0,6,11,-0.5699010576127624,0.8217133225960589,0.5651331835892089,0.0
2023-11-27,150,0,0,11,0,0,11,-0.5556819724760489,0.8313949395234058,0.6966508238768923,0.0
2023-11-28,137,1,0,11,0,1,11,-0.5412984521036173,0.8408305333122887,0.9224993811772957,0.0
2023-11-29,151,2,0,11,0,2,11,-0.5267547528105542,0.8500173118187018,0.7072386343133986,0.0
2023-11-30,140,3,0,11,0,3,11,-0.5120551783114646,0.8589525565270845,0.15253904291426135,0.0
2023-12-01,180,4,0,12,0,4,12,-0.4972040784469378,0.8676336233547726,0.5762883601668132,0.0
2023-12-02,196,5,1,12,0,5,12,-0.4822058478963526,0.8760579434344281,0.6067150463828559,0.0
2023-12-03,186,6,1,12,0,6,12,-0.46706492487743034,0.8842230238742036,0.424130671302386,0.0
2023-12-04,160,0,0,12,0,0,12,-0.451785789832884,0.8921264484954345,0.7364442356247228,0.0
2023-12-05,171,1,0,12,0,1,12,-0.4363729641045924,0.8997658785476209,0.9343670147690148,0.0
2023-12-06,157,2,0,12,0,2,12,-0.42083100859565564,0.9071390534005044,0.9255685129067763,0.0
2023-12-07,153,3,0,12,0,3,12,-0.4051645224207563,0.9142437912130223,0.4508393714041321,0.0
2023-12-08,169,4,0,12,0,4,12,-0.3893781415452015,0.9210779895789526,0.11323804584075525,0.0
2023-12-09,202,5,1,12,0,5,12,-0.37347653741307074,0.9276396261490467,0.9848411989623346,0.0
2023-12-10,190,6,1,12,0,6,12,-0.3574644155648614,0.9339267592294762,0.8388980864459341,0.0
2023-12-11,158,0,0,12,0,0,12,-0.34134651424503615,0.9399375283564133,0.12466268120326685,0.0
2023-12-12,168,1,0,12,0,1,12,-0.3251276029999093,0.9456701548465688,0.9208418826173723,0.0
2023-12-13,143,2,0,12,0,2,12,-0.30881248126625377,0.9511229423235357,0.8698963620621283,0.0
2023-12-14,144,3,0,12,0,3,12,-0.29240597695107734,0.9562942772197719,0.5188380571260721,0.0
2023-12-15,154,4,0,12,0,4,12,-0.27591294500296043,0.9611826292540837,0.5912754357449292,0.0
2023-12-16,195,5,1,12,0,5,12,-0.2593382659754056,0.9657865518844574,0.39900270387013026,0.0
2023-12-17,203,6,1,12,0,6,12,-0.2426868445825954,0.9701046827361175,0.05476163882203133,0.0
2023-12-18,187,0,0,12,0,0,12,-0.22596360824801906,0.974135744004672,0.3351972416459009,0.0
2023-12-19,178,1,0,12,0,1,12,-0.20917350564635637,0.9778785428342386,0.8028534485980114,0.0
2023-12-20,163,2,0,12,0,2,12,-0.19232150523909483,0.9813319716704275,0.004632023004602859,0.0
2023-12-21,165,3,0,12,0,3,12,-0.17541259380427843,0.9844950085880858,0.3334991716911442,0.0
2023-12-22,150,4,0,12,0,4,12,-0.15845177496083632,0.9873667175937016,0.3981686935909433,0.0
2023-12-23,198,5,1,12,0,5,12,-0.14144406768794202,0.9899462489023779,0.5373956029379229,0.0
2023-12-24,194,6,1,12,0,6,12,-0.12439450483979998,0.9922328391893008,0.9198556164127605,0.0
2023-12-25,203,0,0,12,1,0,12,-0.10730813165636247,0.9942258118156161,0.34634599436596125,0.0
2023-12-26,153,1,0,12,0,1,12,-0.09019000427034513,0.9959245770286599,0.3469532018962277,0.0
2023-12-27,173,2,0,12,0,2,12,-0.07304518821104743,0.9973286321364752,0.7375012481097484,0.0
2023-12-28,188,3,0,12,0,3,12,-0.05587875690537313,0.9984375616565666,0.45221794088980716,0.0
2023-12-29,163,4,0,12,0,4,12,-0.03869579017652689,0.9992510374388481,0.22460482293998196,0.0
2023-12-30,204,5,1,12,0,5,12,-0.021501372740813793,0.999768818762748,0.4524395161326934,0.0
2023-12-31,208,6,1,12,0,6,12,-0.004300592702981974,0.9999907524084426,0.14085702037979986,0.0
